Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institution - Persons,Population attending educational institution - Males,Population attending educational institution - Females,Illiterates - Persons,Illiterates - Males,Illiterates - Females,Literates - Persons,Literates - Males,Literates - Females,Educational level - Literate without education level - Persons,Educational level - Literate without education level - Males,Educational level - Literate without education level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Persons,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Males,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females
C3311,27,000,State - MAHARASHTRA,Urban,16,872800,465443,407357,700596,374464,326132,9764,5315,4449,690832,369149,321683,4581,2715,1866,8674,5109,3565,43222,25029,18193,196325,112580,83745,436489,222823,213666,0,0,0,0,0,0,0,0,0,0,0,0
C3311,27,000,State - MAHARASHTRA,Urban,17,871226,468098,403128,646949,347598,299351,9192,5105,4087,637757,342493,295264,4553,2684,1869,6829,3961,2868,25043,14168,10875,88281,52994,35287,511594,267838,243756,0,0,0,0,0,0,0,0,0,0,0,0
C3311,27,000,State - MAHARASHTRA,Urban,18,1058510,579257,479253,659389,361891,297498,9794,5576,4218,649595,356315,293280,5803,3388,2415,6920,4071,2849,21515,12404,9111,54882,33878,21004,174952,103660,71292,357796,180858,176938,3355,2193,1162,22466,14774,7692,0,0,0
C3311,27,000,State - MAHARASHTRA,Urban,19,957490,515155,442335,555989,306767,249222,8184,4733,3451,547805,302034,245771,5661,3361,2300,5780,3299,2481,16866,9467,7399,31574,19090,12484,85804,54106,31698,374398,194417,179981,2876,1917,959,23026,15348,7678,0,0,0
C3311,27,000,State - MAHARASHTRA,Urban,20-24,5326122,2826915,2499207,1745199,1013454,731745,31592,17775,13817,1713607,995679,717928,20213,12202,8011,19308,10990,8318,60754,32957,27797,86085,51969,34116,160538,102179,58359,761978,449059,312919,7955,5294,2661,71976,51419,20557,518654,276030,242624
C3311,27,000,State - MAHARASHTRA,Urban,25-29,5121835,2683208,2438627,312404,195522,116882,21329,11180,10149,291075,184342,106733,3518,2260,1258,482,285,197,997,549,448,1049,619,430,1875,1140,735,72053,49520,22533,1418,996,422,11111,8671,2440,197386,119550,77836
C3311,27,000,State - MAHARASHTRA,Urban,30-34,4401106,2317540,2083566,113057,64673,48384,19541,9751,9790,93516,54922,38594,1421,792,629,403,188,215,776,392,384,733,422,311,1207,708,499,19289,11850,7439,459,325,134,3071,2368,703,65650,37599,28051
C3311,27,000,State - MAHARASHTRA,Urban,35-59,14389696,7598304,6791392,275017,156579,118438,95497,43302,52195,179520,113277,66243,4440,2136,2304,1751,821,930,2856,1386,1470,2067,1216,851,3619,2253,1366,29910,18549,11361,711,519,192,4616,3824,792,128180,81896,46284
C3311,27,000,State - MAHARASHTRA,Urban,60+,4137395,2014617,2122778,96446,45641,50805,53857,18335,35522,42589,27306,15283,1966,847,1119,998,457,541,970,484,486,428,263,165,1046,661,385,10720,6128,4592,259,189,70,1524,1189,335,24058,16790,7268
C3311,27,000,State - MAHARASHTRA,Urban,Age not stated,201767,110589,91178,13158,7436,5722,4519,2288,2231,8639,5148,3491,369,221,148,82,42,40,88,49,39,64,43,21,99,69,30,3586,2075,1511,85,56,29,390,277,113,3693,2202,1491
C3311,28,000,State - ANDHRA PRADESH,Total,All ages,84580777,42442146,42138631,21701636,11733849,9967787,2782097,1394085,1388012,18919539,10339764,8579775,247285,144552,102733,4717339,2486781,2230558,4471599,2307900,2163699,2869529,1498152,1371377,2582776,1391748,1191028,2272652,1344027,928625,28053,21487,6566,234886,179844,55042,1365724,892773,472951
C3311,28,000,State - ANDHRA PRADESH,Total,0-4,6284765,3235887,3048878,447351,233615,213736,447351,233615,213736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,5,1441133,744802,696331,577117,300205,276912,577117,300205,276912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,6,1416904,734261,682643,854056,443341,410715,854056,443341,410715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,7,1483948,764908,719040,1264475,652678,611797,216569,112880,103689,1047906,539798,508108,14032,7937,6095,1025617,527409,498208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,8,1496883,766274,730609,1371776,704807,666969,94352,49486,44866,1277424,655321,622103,13273,7272,6001,1256439,644128,612311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,9,1465564,750153,715411,1364079,700529,663550,47228,24361,22867,1316851,676168,640683,13144,7318,5826,1085185,563235,521950,211305,101799,109506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,10,1767388,913080,854308,1628142,845959,782183,35709,18254,17455,1592433,827705,764728,15737,8744,6993,793140,432397,360743,775234,382130,393104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,11,1559410,795307,764103,1443267,741333,701934,21286,10374,10912,1421981,730959,691022,13597,7574,6023,296706,170480,126226,1104236,548877,555359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,12,1676007,859629,816378,1508240,783470,724770,17859,8510,9349,1490381,774960,715421,14332,8142,6190,116689,70539,46150,1116062,579551,536511,235952,112775,123177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,13,1585749,809422,776327,1409715,730329,679386,14309,6599,7710,1395406,723730,671676,12907,7336,5571,40333,24266,16067,643665,348362,295303,691696,340190,351506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,14,1613041,831446,781595,1368331,718162,650169,13495,6161,7334,1354836,712001,642835,12893,7281,5612,18856,10954,7902,256793,147722,109071,1059617,542404,517213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,15,1652368,861559,790809,1274703,680711,593992,13210,5888,7322,1261493,674823,586670,12514,7299,5215,13222,7343,5879,104964,61700,43264,507858,280696,227162,615606,313756,301850,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,16,1576131,824000,752131,1123406,607309,516097,11852,5360,6492,1111554,601949,509605,12196,7179,5017,10495,5613,4882,52102,29664,22438,191807,113020,78787,835645,441330,394315,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,17,1466112,780993,685119,966332,538391,427941,10213,4700,5513,956119,533691,422428,12107,7253,4854,8818,4711,4107,32908,17792,15116,67340,41395,25945,825730,457447,368283,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,18,1877103,960859,916244,965601,551049,414552,11553,5240,6313,954048,545809,408239,14173,8534,5639,10074,5126,4948,33587,17923,15664,39245,23940,15305,108691,64527,44164,690808,385375,305433,5350,3778,1572,44460,32229,12231,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,19,1522033,768896,753137,731309,422912,308397,9011,4197,4814,722298,418715,303583,11874,7226,4648,8367,4222,4145,26818,13986,12832,20575,12142,8433,54286,31658,22628,551834,315050,236784,3802,2826,976,38970,28331,10639,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Total,20-24,8132094,4055697,4076397,2193268,1358018,835250,40941,17320,23621,2152327,1340698,811629,40765,26070,14695,27051,13157,13894,105802,54147,51655,53511,30516,22995,136801,79342,57459,865914,541372,324542,9976,7875,2101,106045,80806,25239,788773,496679,292094
C3311,28,000,State - ANDHRA PRADESH,Total,25-29,7799036,3809887,3989149,424129,279916,144213,38063,14559,23504,386066,265357,120709,8490,5425,3065,985,306,679,1427,674,753,446,248,198,1818,1046,772,60370,38606,21764,2571,1993,578,19662,16089,3573,286452,198546,87906
C3311,28,000,State - ANDHRA PRADESH,Total,30-34,6584371,3300407,3283964,172478,103772,68706,35915,13733,22182,136563,90039,46524,4419,2465,1954,884,395,489,1339,673,666,322,175,147,1097,614,483,24481,14993,9488,1490,1172,318,8059,7055,1004,92500,61294,31206
C3311,28,000,State - ANDHRA PRADESH,Total,35-59,23131065,11580665,11550400,414561,232944,181617,169753,67584,102169,244808,165360,79448,13246,7255,5991,3152,1700,1452,3910,2110,1800,802,450,352,2438,1584,854,50069,31708,18361,3551,2782,769,13413,11970,1443,149644,102991,46653
C3311,28,000,State - ANDHRA PRADESH,Total,60+,8278241,3906328,4371913,132890,68799,64091,79123,31301,47822,53767,37498,16269,4168,2373,1795,1031,664,367,1158,651,507,251,143,108,418,285,133,13957,8689,5268,915,751,164,2441,2061,380,27956,20941,7015
C3311,28,000,State - ANDHRA PRADESH,Total,Age not stated,771431,387686,383745,66410,35600,30810,23132,10417,12715,43278,25183,18095,3418,1869,1549,295,136,159,289,139,150,107,58,49,246,159,87,15219,8234,6985,398,310,88,1836,1303,533,20399,12322,8077
C3311,28,000,State - ANDHRA PRADESH,Rural,All ages,56361702,28243241,28118461,13660166,7476231,6183935,1808499,908317,900182,11851667,6567914,5283753,148766,87883,60883,3223456,1697329,1526127,3014477,1562426,1452051,1904451,1007151,897300,1551376,865743,685633,1238519,787775,450744,10220,8313,1907,136658,107530,29128,561353,408949,152404
C3311,28,000,State - ANDHRA PRADESH,Rural,0-4,4212158,2165606,2046552,228909,119688,109221,228909,119688,109221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,5,978111,505368,472743,366099,190422,175677,366099,190422,175677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,6,961753,498314,463439,578494,300688,277806,578494,300688,277806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,7,1008383,519134,489249,859338,443480,415858,162845,85168,77677,696493,358312,338181,9081,5110,3971,682601,350601,332000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,8,1031850,527460,504390,948113,487047,461066,69178,36595,32583,878935,450452,428483,8906,4819,4087,865464,443330,422134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,9,996772,508816,487956,931113,477551,453562,32512,16961,15551,898601,460590,438011,8723,4787,3936,751732,389030,362702,133976,64597,69379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,10,1198576,618712,579864,1105403,575198,530205,23428,12155,11273,1081975,563043,518932,10194,5632,4562,548470,298857,249613,518520,256041,262479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,11,1042395,531833,510562,966327,497842,468485,13214,6570,6644,953113,491272,461841,8753,4831,3922,202432,116579,85853,737782,367659,370123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,12,1149916,591236,558680,1029210,538367,490843,11609,5660,5949,1017601,532707,484894,9419,5255,4164,81088,48999,32089,776529,405249,371280,146422,71018,75404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,13,1079830,552120,527710,953029,497389,455640,9232,4338,4894,943797,493051,450746,8485,4769,3716,26830,16205,10625,445457,241552,203905,459168,228531,230637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,14,1094685,565959,528726,913799,484556,429243,8544,4029,4515,905255,480527,424728,8291,4672,3619,12112,7023,5089,174854,100967,73887,706423,365902,340521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,15,1104994,578647,526347,818926,444228,374698,8146,3837,4309,810780,440391,370389,7680,4447,3233,8303,4581,3722,69532,41016,28516,347048,193003,154045,374452,195266,179186,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,16,1031865,544177,487688,685968,380726,305242,7003,3431,3572,678965,377295,301670,6764,4012,2752,6346,3372,2974,32744,18667,14077,130371,77585,52786,498932,271607,227325,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,17,942837,510581,432256,572749,331480,241269,5833,2886,2947,566916,328594,238322,6516,3986,2530,4940,2567,2373,19169,10695,8474,44079,27544,16535,488828,281965,206863,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,18,1270200,659517,610683,576961,346454,230507,6997,3396,3601,569964,343058,226906,7786,4906,2880,6310,3035,3275,21437,11594,9843,25586,16201,9385,73711,45204,28507,400944,236866,164078,2514,1890,624,28415,21426,6989,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,19,984173,507071,477102,411646,253809,157837,5088,2538,2550,406558,251271,155287,6251,4072,2179,5279,2571,2708,16487,8758,7729,12735,7789,4946,34590,21146,13444,302828,185794,117034,1779,1407,372,24148,18294,5854,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Rural,20-24,5263277,2682670,2580607,1163232,780820,382412,23854,10555,13299,1139378,770265,369113,21341,14663,6678,16809,8049,8760,63836,33226,30610,31746,19045,12701,78571,49073,29498,474489,322352,152137,4178,3563,615,64116,50760,13356,376741,264595,112146
C3311,28,000,State - ANDHRA PRADESH,Rural,25-29,4995581,2453142,2542439,192738,138449,54289,24806,9355,15451,167932,129094,38838,4636,3039,1597,727,228,499,773,379,394,232,129,103,825,496,329,27966,19957,8009,831,694,137,10472,8753,1719,120227,94578,25649
C3311,28,000,State - ANDHRA PRADESH,Rural,30-34,4233619,2106915,2126704,69135,42304,26831,24799,9317,15482,44336,32987,11349,2615,1401,1214,678,307,371,716,372,344,161,88,73,445,254,191,8678,6235,2443,284,245,39,3690,3294,396,26474,20425,6049
C3311,28,000,State - ANDHRA PRADESH,Rural,35-59,15271198,7541471,7729727,184571,94788,89783,122900,49275,73625,61671,45513,16158,8481,4628,3853,2425,1393,1032,1949,1189,760,328,212,116,821,580,241,13649,10278,3371,423,344,79,4375,3927,448,27701,22052,5649
C3311,28,000,State - ANDHRA PRADESH,Rural,60+,6108091,2872878,3235213,74669,34717,39952,60643,24948,35695,14026,9769,4257,2858,1713,1145,757,544,213,571,396,175,95,70,25,111,92,19,4148,2756,1392,115,87,28,682,544,138,4240,3279,961
C3311,28,000,State - ANDHRA PRADESH,Rural,Age not stated,401438,201614,199824,29737,16228,13509,14366,6505,7861,15371,9723,5648,1986,1141,845,153,58,95,145,69,76,57,34,23,90,60,30,5817,3537,2280,96,83,13,760,532,228,5970,4020,1950
C3311,28,000,State - ANDHRA PRADESH,Urban,All ages,28219075,14198905,14020170,8041470,4257618,3783852,973598,485768,487830,7067872,3771850,3296022,98519,56669,41850,1493883,789452,704431,1457122,745474,711648,965078,491001,474077,1031400,526005,505395,1034133,556252,477881,17833,13174,4659,98228,72314,25914,804371,483824,320547
C3311,28,000,State - ANDHRA PRADESH,Urban,0-4,2072607,1070281,1002326,218442,113927,104515,218442,113927,104515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,5,463022,239434,223588,211018,109783,101235,211018,109783,101235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,6,455151,235947,219204,275562,142653,132909,275562,142653,132909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,7,475565,245774,229791,405137,209198,195939,53724,27712,26012,351413,181486,169927,4951,2827,2124,343016,176808,166208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,8,465033,238814,226219,423663,217760,205903,25174,12891,12283,398489,204869,193620,4367,2453,1914,390975,200798,190177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,9,468792,241337,227455,432966,222978,209988,14716,7400,7316,418250,215578,202672,4421,2531,1890,333453,174205,159248,77329,37202,40127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,10,568812,294368,274444,522739,270761,251978,12281,6099,6182,510458,264662,245796,5543,3112,2431,244670,133540,111130,256714,126089,130625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,11,517015,263474,253541,476940,243491,233449,8072,3804,4268,468868,239687,229181,4844,2743,2101,94274,53901,40373,366454,181218,185236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,12,526091,268393,257698,479030,245103,233927,6250,2850,3400,472780,242253,230527,4913,2887,2026,35601,21540,14061,339533,174302,165231,89530,41757,47773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,13,505919,257302,248617,456686,232940,223746,5077,2261,2816,451609,230679,220930,4422,2567,1855,13503,8061,5442,198208,106810,91398,232528,111659,120869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,14,518356,265487,252869,454532,233606,220926,4951,2132,2819,449581,231474,218107,4602,2609,1993,6744,3931,2813,81939,46755,35184,353194,176502,176692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,15,547374,282912,264462,455777,236483,219294,5064,2051,3013,450713,234432,216281,4834,2852,1982,4919,2762,2157,35432,20684,14748,160810,87693,73117,241154,118490,122664,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,16,544266,279823,264443,437438,226583,210855,4849,1929,2920,432589,224654,207935,5432,3167,2265,4149,2241,1908,19358,10997,8361,61436,35435,26001,336713,169723,166990,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,17,523275,270412,252863,393583,206911,186672,4380,1814,2566,389203,205097,184106,5591,3267,2324,3878,2144,1734,13739,7097,6642,23261,13851,9410,336902,175482,161420,0,0,0,0,0,0,0,0,0,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,18,606903,301342,305561,388640,204595,184045,4556,1844,2712,384084,202751,181333,6387,3628,2759,3764,2091,1673,12150,6329,5821,13659,7739,5920,34980,19323,15657,289864,148509,141355,2836,1888,948,16045,10803,5242,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,19,537860,261825,276035,319663,169103,150560,3923,1659,2264,315740,167444,148296,5623,3154,2469,3088,1651,1437,10331,5228,5103,7840,4353,3487,19696,10512,9184,249006,129256,119750,2023,1419,604,14822,10037,4785,0,0,0
C3311,28,000,State - ANDHRA PRADESH,Urban,20-24,2868817,1373027,1495790,1030036,577198,452838,17087,6765,10322,1012949,570433,442516,19424,11407,8017,10242,5108,5134,41966,20921,21045,21765,11471,10294,58230,30269,27961,391425,219020,172405,5798,4312,1486,41929,30046,11883,412032,232084,179948
C3311,28,000,State - ANDHRA PRADESH,Urban,25-29,2803455,1356745,1446710,231391,141467,89924,13257,5204,8053,218134,136263,81871,3854,2386,1468,258,78,180,654,295,359,214,119,95,993,550,443,32404,18649,13755,1740,1299,441,9190,7336,1854,166225,103968,62257
C3311,28,000,State - ANDHRA PRADESH,Urban,30-34,2350752,1193492,1157260,103343,61468,41875,11116,4416,6700,92227,57052,35175,1804,1064,740,206,88,118,623,301,322,161,87,74,652,360,292,15803,8758,7045,1206,927,279,4369,3761,608,66026,40869,25157
C3311,28,000,State - ANDHRA PRADESH,Urban,35-59,7859867,4039194,3820673,229990,138156,91834,46853,18309,28544,183137,119847,63290,4765,2627,2138,727,307,420,1961,921,1040,474,238,236,1617,1004,613,36420,21430,14990,3128,2438,690,9038,8043,995,121943,80939,41004
C3311,28,000,State - ANDHRA PRADESH,Urban,60+,2170150,1033450,1136700,58221,34082,24139,18480,6353,12127,39741,27729,12012,1310,660,650,274,120,154,587,255,332,156,73,83,307,193,114,9809,5933,3876,800,664,136,1759,1517,242,23716,17662,6054
C3311,28,000,State - ANDHRA PRADESH,Urban,Age not stated,369993,186072,183921,36673,19372,17301,8766,3912,4854,27907,15460,12447,1432,728,704,142,78,64,144,70,74,50,24,26,156,99,57,9402,4697,4705,302,227,75,1076,771,305,14429,8302,6127
C3311,29,000,State - KARNATAKA,Total,All ages,61095297,30966657,30128640,14475428,7725275,6750153,1417566,691958,725608,13057862,7033317,6024545,198452,113861,84591,3797596,1979030,1818566,3183680,1661645,1522035,2020157,1074673,945484,1376856,720317,656539,1465996,821050,644946,63402,48048,15354,206871,158297,48574,713853,437271,276582
C3311,29,000,State - KARNATAKA,Total,0-4,5046719,2582024,2464695,245470,125413,120057,245470,125413,120057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,5,1087322,562819,524503,236652,122532,114120,236652,122532,114120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,6,1026992,530448,496544,470624,242938,227686,470624,242938,227686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,7,1019047,523831,495216,863174,444975,418199,83098,42623,40475,780076,402352,377724,11488,6228,5260,764200,393724,370476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,8,1055117,540621,514496,980129,504131,475998,30510,15057,15453,949619,489074,460545,9897,5463,4434,937844,482583,455261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,9,1053031,538951,514080,990416,509095,481321,16500,7834,8666,973916,501261,472655,9347,5128,4219,894704,461926,432778,68489,33464,35025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,10,1224051,629780,594271,1131924,585395,546529,15782,7472,8310,1116142,577923,538219,11136,6161,4975,772026,405431,366595,331541,165525,166016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,11,1125702,575938,549764,1049246,539992,509254,11083,5183,5900,1038163,534809,503354,10013,5476,4537,267526,144244,123282,759396,384441,374955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,12,1159844,596025,563819,1048907,544596,504311,9939,4615,5324,1038968,539981,498987,10539,5791,4748,69187,39491,29696,879998,456406,423592,78080,37657,40423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,13,1091404,562002,529402,976622,509061,467561,8457,3894,4563,968165,505167,462998,10016,5503,4513,19917,11357,8560,636419,338849,297570,300713,148844,151869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,14,1135645,591542,544103,959241,506135,453106,8132,3752,4380,951109,502383,448726,9433,5323,4110,11057,6217,4840,258680,144612,114068,670837,345621,325216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,15,1145252,602212,543040,885281,471329,413952,7538,3461,4077,877743,467868,409875,8949,5052,3897,7740,4426,3314,74399,43189,31210,563735,304474,259261,221912,110140,111772,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,16,1129795,592938,536857,765227,407918,357309,6643,3004,3639,758584,404914,353670,8044,4632,3412,7086,3964,3122,33919,19476,14443,234927,134851,100076,473626,241408,232218,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,17,1048278,551764,496514,634237,341423,292814,5681,2627,3054,628556,338796,289760,7249,4283,2966,5952,3384,2568,20143,11331,8812,63800,38664,25136,530527,280571,249956,0,0,0,0,0,0,0,0,0,0,0,0
C3311,29,000,State - KARNATAKA,Total,18,1381362,724617,656745,624113,347342,276771,6596,3046,3550,617517,344296,273221,10134,5920,4214,7056,4007,3049,22420,12317,10103,34047,20860,13187,56824,33671,23153,441503,232807,208696,9659,6823,2836,34684,27152,7532,0,0,0
C3311,29,000,State - KARNATAKA,Total,19,1122590,570517,552073,461755,256917,204838,4916,2224,2692,456839,254693,202146,9589,5544,4045,5795,3179,2616,17558,9340,8218,18000,10628,7372,25470,14924,10546,336055,178038,158017,10039,7187,2852,33354,25210,8144,0,0,0
C3311,29,000,State - KARNATAKA,Total,20-24,6052558,3109586,2942972,1347708,798747,548961,21889,9441,12448,1325819,789306,536513,32982,20528,12454,21895,12032,9863,72886,38384,34502,52564,30921,21643,62280,35557,26723,573979,337149,236830,28978,22100,6878,96896,72924,23972,379483,217088,162395
C3311,29,000,State - KARNATAKA,Total,25-29,5771606,2879254,2892352,255689,159943,95746,21543,7993,13550,234146,151950,82196,9239,5841,3398,755,395,360,1512,798,714,876,537,339,1524,942,582,46089,29385,16704,5778,4589,1189,18167,14305,3862,148529,93898,54631
C3311,29,000,State - KARNATAKA,Total,30-34,4698380,2389594,2308786,121487,72285,49202,21581,8143,13438,99906,64142,35764,5821,3377,2444,673,330,343,1148,579,569,664,408,256,1101,718,383,19571,12035,7536,2935,2281,654,7282,5851,1431,59213,37397,21816
C3311,29,000,State - KARNATAKA,Total,35-59,16883719,8539712,8344007,320550,181493,139057,121616,47691,73925,198934,133802,65132,19769,10581,9188,3044,1640,1404,4084,2293,1791,1512,956,556,3011,1980,1031,38745,25448,13297,4840,4067,773,13597,10585,3012,106152,73477,32675
