Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total population - Persons,Total population - Males,Total population - Females,Population attending educational institution - Persons,Population attending educational institution - Males,Population attending educational institution - Females,Illiterates - Persons,Illiterates - Males,Illiterates - Females,Literates - Persons,Literates - Males,Literates - Females,Educational level - Literate without education level - Persons,Educational level - Literate without education level - Males,Educational level - Literate without education level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Persons,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Males,Educational level - Higher Secondary/Intermediate Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females
C3311,07,000,State - NCT OF DELHI,Urban,16,318562,174176,144386,261983,142363,119620,984,441,543,260999,141922,119077,1631,937,694,2741,1553,1188,24635,14067,10568,100124,56253,43871,131742,69032,62710,0,0,0,0,0,0,0,0,0,0,0,0
C3311,07,000,State - NCT OF DELHI,Urban,17,301475,166876,134599,233456,127911,105545,807,343,464,232649,127568,105081,1630,939,691,1739,1001,738,11917,6852,5065,49954,28937,21017,167284,89771,77513,0,0,0,0,0,0,0,0,0,0,0,0
C3311,07,000,State - NCT OF DELHI,Urban,18,374003,212106,161897,242096,134850,107246,902,413,489,241194,134437,106757,2085,1240,845,1808,1068,740,8861,5241,3620,30240,18143,12097,86477,50371,36106,108403,56519,51884,320,165,155,2837,1607,1230,0,0,0
C3311,07,000,State - NCT OF DELHI,Urban,19,303424,169022,134402,191945,106333,85612,717,291,426,191228,106042,85186,2104,1238,866,1519,827,692,6099,3518,2581,13912,8264,5648,38995,23766,15229,124277,66019,58258,430,230,200,3725,2083,1642,0,0,0
C3311,07,000,State - NCT OF DELHI,Urban,20-24,1719653,927606,792047,590767,334211,256556,2860,1211,1649,587907,333000,254907,8443,5036,3407,3960,2247,1713,16711,9625,7086,24763,14706,10057,53438,33682,19756,220210,126062,94148,1669,893,776,12357,7482,4875,245765,132930,112835
C3311,07,000,State - NCT OF DELHI,Urban,25-29,1629076,857612,771464,93545,55455,38090,1929,767,1162,91616,54688,36928,1677,1009,668,104,45,59,182,101,81,194,122,72,492,323,169,9346,6202,3144,384,209,175,1977,1330,647,77142,45285,31857
C3311,07,000,State - NCT OF DELHI,Urban,30-34,1400866,740024,660842,24821,14212,10609,1747,615,1132,23074,13597,9477,501,266,235,53,28,25,145,70,75,105,62,43,148,103,45,1625,1025,600,119,62,57,461,323,138,19860,11628,8232
C3311,07,000,State - NCT OF DELHI,Urban,35-59,4422083,2374759,2047324,45012,25309,19703,7504,2666,4838,37508,22643,14865,1044,477,567,221,93,128,482,238,244,256,162,94,355,247,108,1819,1120,699,271,138,133,818,608,210,32084,19476,12608
C3311,07,000,State - NCT OF DELHI,Urban,60+,1120311,563297,557014,11351,6208,5143,3083,943,2140,8268,5265,3003,374,185,189,100,43,57,185,82,103,65,41,24,106,73,33,838,484,354,75,36,39,267,176,91,6202,4119,2083
C3311,07,000,State - NCT OF DELHI,Urban,Age not stated,16185,8894,7291,1089,577,512,398,205,193,691,372,319,21,14,7,2,1,1,5,4,1,3,2,1,4,1,3,166,90,76,1,0,1,18,13,5,460,240,220
C3311,08,000,State - RAJASTHAN,Total,All ages,68548437,35550997,32997440,18073443,10392476,7680967,1806079,948491,857588,16267364,9443985,6823379,207405,120737,86668,5728018,3110663,2617355,4251118,2405927,1845191,2492374,1495448,996926,1710276,1075918,634358,1134354,738345,396009,2605,1616,989,69779,54463,15316,606349,403958,202391
C3311,08,000,State - RAJASTHAN,Total,0-4,7302170,3858574,3443596,236903,129627,107276,236903,129627,107276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,5,1706688,915046,791642,374989,209895,165094,374989,209895,165094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,6,1640646,865556,775090,636944,349155,287789,636944,349155,287789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,7,1523671,802370,721301,1180842,640359,540483,144785,75043,69742,1036057,565316,470741,10546,6486,4060,1017105,554221,462884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,8,1767805,932409,835396,1511715,821823,689892,76113,37498,38615,1435602,784325,651277,11682,7237,4445,1417316,773509,643807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,9,1403928,743492,660436,1248666,679104,569562,37197,17522,19675,1211469,661582,549887,9569,5853,3716,1033698,561821,471877,164182,91687,72495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,10,1973335,1046140,927195,1707806,938769,769037,37248,17177,20071,1670558,921592,748966,12559,7646,4913,1107664,603621,504043,545312,307579,237733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,11,1520709,809002,711707,1344615,741994,602621,20555,9308,11247,1324060,732686,591374,9880,6113,3767,511868,275148,236720,798903,449509,349394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,12,1799936,955169,844767,1514379,850279,664100,19831,8933,10898,1494548,841346,653202,11316,7060,4256,325482,174610,150872,972712,551476,421236,181228,106030,75198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,13,1523295,795839,727456,1254944,702750,552194,14361,6523,7838,1240583,696227,544356,9418,5850,3568,131934,68907,63027,715046,400581,314465,381309,219231,162078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,14,1563243,824546,738697,1205259,694507,510752,12632,5890,6742,1192627,688617,504010,8884,5549,3335,63565,33572,29993,463259,263137,200122,654237,384776,269461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,15,1619644,867769,751875,1118503,665512,452991,11710,5610,6100,1106793,659902,446891,8729,5489,3240,33333,18122,15211,260751,151423,109328,508448,306554,201894,293010,176787,116223,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,16,1555943,831610,724333,977608,589698,387910,10127,4916,5211,967481,584782,382699,8216,5233,2983,18271,9765,8506,132742,76041,56701,343681,209858,133823,462264,282510,179754,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,17,1235765,666499,569266,721249,441653,279596,7424,3658,3766,713825,437995,275830,7147,4568,2579,10208,5491,4717,54950,30987,23963,162830,99998,62832,476922,295833,181089,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Total,18,1757598,931689,825909,760221,482359,277862,8842,4279,4563,751379,478080,273299,8936,5730,3206,12073,6666,5407,44738,26038,18700,117603,75206,42397,233143,153093,80050,320948,200955,119993,287,187,100,11484,8817,2667,0,0,0
C3311,08,000,State - RAJASTHAN,Total,19,1145067,592307,552760,474318,299036,175282,5559,2718,2841,468759,296318,172441,6244,3926,2318,8352,4573,3779,21811,12374,9437,47708,30236,17472,99701,65917,33784,271913,169806,102107,283,186,97,11344,8419,2925,0,0,0
C3311,08,000,State - RAJASTHAN,Total,20-24,6426494,3377483,3049011,1325868,872163,453705,21896,9690,12206,1303972,862473,441499,22334,13533,8801,26460,15173,11287,71502,42015,29487,93015,61937,31078,143168,100351,42817,506160,342329,163831,1281,790,491,38459,30354,8105,396136,252685,143451
C3311,08,000,State - RAJASTHAN,Total,25-29,5348497,2763059,2585438,185146,123575,61571,15018,5447,9571,170128,118128,52000,9273,3995,5278,1508,617,891,969,546,423,584,401,183,638,398,240,21166,15608,5558,302,185,117,5277,4345,932,128342,91063,37279
C3311,08,000,State - RAJASTHAN,Total,30-34,4722683,2384569,2338114,68231,39214,29017,14604,5081,9523,53627,34133,19494,8896,3381,5515,1559,655,904,862,448,414,447,278,169,365,232,133,5013,3453,1560,105,66,39,1255,962,293,33255,23820,9435
C3311,08,000,State - RAJASTHAN,Total,35-59,15629580,8018091,7611489,160507,86262,74245,63595,25680,37915,96912,60582,36330,34383,17015,17368,5904,2986,2918,2588,1547,1041,1044,771,273,865,643,222,4389,3174,1215,249,147,102,1329,1070,259,39288,29484,9804
C3311,08,000,State - RAJASTHAN,Total,60+,5112138,2432263,2679875,53357,28196,25161,30822,12394,18428,22535,15802,6733,8844,5792,3052,1647,1167,480,740,515,225,208,153,55,162,130,32,2040,1327,713,90,52,38,372,299,73,6707,5137,1570
C3311,08,000,State - RAJASTHAN,Total,Age not stated,269602,137515,132087,11373,6546,4827,4924,2447,2477,6449,4099,2350,549,281,268,71,39,32,51,24,27,32,19,13,38,24,14,2725,1693,1032,8,3,5,259,197,62,2621,1769,852
C3311,08,000,State - RAJASTHAN,Rural,All ages,51500352,26641747,24858605,13281965,7732921,5549044,1320325,692126,628199,11961640,7040795,4920845,155207,91069,64138,4496165,2436601,2059564,3285785,1880207,1405578,1834415,1130070,704345,1150301,756604,393697,673991,473717,200274,986,716,270,44924,36009,8915,269525,207175,62350
C3311,08,000,State - RAJASTHAN,Rural,0-4,5770924,3045730,2725194,132689,73183,59506,132689,73183,59506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,5,1345995,718634,627361,255943,144234,111709,255943,144234,111709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,6,1297964,682235,615729,483255,265694,217561,483255,265694,217561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,7,1188113,624090,564023,912241,495758,416483,119843,61923,57920,792398,433835,358563,7758,4778,2980,777955,425382,352573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,8,1401479,736168,665311,1193570,648948,544622,64943,31902,33041,1128627,617046,511581,9072,5634,3438,1114169,608497,505672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,9,1092828,575854,516974,969301,526786,442515,30640,14250,16390,938661,512536,426125,7291,4442,2849,806088,436925,369163,122078,69411,52667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,10,1555926,820171,735755,1340694,737000,603694,30549,13831,16718,1310145,723169,586976,9848,5992,3856,884627,479488,405139,411651,235517,176134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,11,1181835,627418,554417,1040208,576600,463608,16405,7221,9184,1023803,569379,454424,7518,4684,2834,409197,218717,190480,604431,344498,259933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,12,1414659,748140,666519,1179108,666525,512583,15882,7065,8817,1163226,659460,503766,8772,5527,3245,262369,139548,122821,758881,434169,324712,130213,78544,51669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,13,1176802,614099,562703,955585,541709,413876,11290,5127,6163,944295,536582,407713,7187,4474,2713,104074,53897,50177,559161,315690,243471,271698,161261,110437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,14,1207967,636904,571063,909550,533165,376385,9733,4574,5159,899817,528591,371226,6757,4267,2490,49709,25979,23730,370941,212012,158929,470383,285125,185258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,15,1241255,664544,576711,825641,502454,323187,8884,4271,4613,816757,498183,318574,6428,4113,2315,25321,13636,11685,207791,121748,86043,380172,234113,146059,195173,123428,71745,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,16,1190644,636615,554029,710008,440531,269477,7649,3711,3938,702359,436820,265539,5800,3778,2022,13573,7199,6374,105175,61156,44019,267089,165951,101138,309017,197708,111309,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,17,909561,490892,418669,494297,314006,180291,5399,2661,2738,488898,311345,177553,4728,3107,1621,7222,3874,3348,41383,23652,17731,124947,78213,46734,309431,201729,107702,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,18,1326719,700636,626083,514042,341000,173042,6368,3090,3278,507674,337910,169764,5738,3786,1952,8529,4766,3763,33491,19795,13696,89769,58580,31189,167958,113785,54173,192789,129986,62803,121,91,30,7823,6166,1657,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,19,828756,425396,403360,296690,197827,98863,3827,1905,1922,292863,195922,96941,3706,2408,1298,5690,3159,2531,15558,8951,6607,34795,22586,12209,70791,48141,22650,153963,104396,49567,109,80,29,7379,5630,1749,0,0,0
C3311,08,000,State - RAJASTHAN,Rural,20-24,4682761,2471674,2211087,776967,552881,224086,15489,6760,8729,761478,546121,215357,13264,7952,5312,18544,10723,7821,51537,31277,20260,63963,44638,19325,96922,71069,25853,306074,223291,82783,417,318,99,24773,20137,4636,182487,134575,47912
C3311,08,000,State - RAJASTHAN,Rural,25-29,3832693,1981853,1850840,97501,69657,27844,11212,3897,7315,86289,65760,20529,7256,2969,4287,1258,502,756,703,407,296,384,274,110,346,222,124,13202,10209,2993,119,85,34,3289,2759,530,58150,47626,10524
C3311,08,000,State - RAJASTHAN,Rural,30-34,3412817,1716111,1696706,40821,23482,17339,11404,3868,7536,29417,19614,9803,7558,2887,4671,1355,574,781,649,352,297,277,185,92,188,125,63,2850,2144,706,59,36,23,739,568,171,14163,12031,2132
C3311,08,000,State - RAJASTHAN,Rural,35-59,11302375,5763259,5539116,107738,56514,51224,50299,20619,29680,57439,35895,21544,29101,15063,14038,5124,2698,2426,1830,1162,668,596,490,106,382,320,62,2110,1707,403,118,76,42,567,466,101,11666,10578,1088
C3311,08,000,State - RAJASTHAN,Rural,60+,3923792,1852668,2071124,37908,20168,17740,24680,10366,14314,13228,9802,3426,6977,4982,1995,1301,1004,297,483,392,91,106,94,12,66,59,7,1133,779,354,37,29,8,166,137,29,1535,1246,289
C3311,08,000,State - RAJASTHAN,Rural,Age not stated,214487,108656,105831,8208,4799,3409,3942,1974,1968,4266,2825,1441,448,226,222,60,33,27,42,18,24,23,16,7,27,18,9,1870,1205,665,6,1,5,188,146,42,1524,1119,405
C3311,08,000,State - RAJASTHAN,Urban,All ages,17048085,8909250,8138835,4791478,2659555,2131923,485754,256365,229389,4305724,2403190,1902534,52198,29668,22530,1231853,674062,557791,965333,525720,439613,657959,365378,292581,559975,319314,240661,460363,264628,195735,1619,900,719,24855,18454,6401,336824,196783,140041
C3311,08,000,State - RAJASTHAN,Urban,0-4,1531246,812844,718402,104214,56444,47770,104214,56444,47770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,5,360693,196412,164281,119046,65661,53385,119046,65661,53385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,6,342682,183321,159361,153689,83461,70228,153689,83461,70228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,7,335558,178280,157278,268601,144601,124000,24942,13120,11822,243659,131481,112178,2788,1708,1080,239150,128839,110311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,8,366326,196241,170085,318145,172875,145270,11170,5596,5574,306975,167279,139696,2610,1603,1007,303147,165012,138135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,9,311100,167638,143462,279365,152318,127047,6557,3272,3285,272808,149046,123762,2278,1411,867,227610,124896,102714,42104,22276,19828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,10,417409,225969,191440,367112,201769,165343,6699,3346,3353,360413,198423,161990,2711,1654,1057,223037,124133,98904,133661,72062,61599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,11,338874,181584,157290,304407,165394,139013,4150,2087,2063,300257,163307,136950,2362,1429,933,102671,56431,46240,194472,105011,89461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,12,385277,207029,178248,335271,183754,151517,3949,1868,2081,331322,181886,149436,2544,1533,1011,63113,35062,28051,213831,117307,96524,51015,27486,23529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,13,346493,181740,164753,299359,161041,138318,3071,1396,1675,296288,159645,136643,2231,1376,855,27860,15010,12850,155885,84891,70994,109611,57970,51641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,14,355276,187642,167634,295709,161342,134367,2899,1316,1583,292810,160026,132784,2127,1282,845,13856,7593,6263,92318,51125,41193,183854,99651,84203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,15,378389,203225,175164,292862,163058,129804,2826,1339,1487,290036,161719,128317,2301,1376,925,8012,4486,3526,52960,29675,23285,128276,72441,55835,97837,53359,44478,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,16,365299,194995,170304,267600,149167,118433,2478,1205,1273,265122,147962,117160,2416,1455,961,4698,2566,2132,27567,14885,12682,76592,43907,32685,153247,84802,68445,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,17,326204,175607,150597,226952,127647,99305,2025,997,1028,224927,126650,98277,2419,1461,958,2986,1617,1369,13567,7335,6232,37883,21785,16098,167491,94104,73387,0,0,0,0,0,0,0,0,0,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,18,430879,231053,199826,246179,141359,104820,2474,1189,1285,243705,140170,103535,3198,1944,1254,3544,1900,1644,11247,6243,5004,27834,16626,11208,65185,39308,25877,128159,70969,57190,166,96,70,3661,2651,1010,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,19,316311,166911,149400,177628,101209,76419,1732,813,919,175896,100396,75500,2538,1518,1020,2662,1414,1248,6253,3423,2830,12913,7650,5263,28910,17776,11134,117950,65410,52540,174,106,68,3965,2789,1176,0,0,0
C3311,08,000,State - RAJASTHAN,Urban,20-24,1743733,905809,837924,548901,319282,229619,6407,2930,3477,542494,316352,226142,9070,5581,3489,7916,4450,3466,19965,10738,9227,29052,17299,11753,46246,29282,16964,200086,119038,81048,864,472,392,13686,10217,3469,213649,118110,95539
C3311,08,000,State - RAJASTHAN,Urban,25-29,1515804,781206,734598,87645,53918,33727,3806,1550,2256,83839,52368,31471,2017,1026,991,250,115,135,266,139,127,200,127,73,292,176,116,7964,5399,2565,183,100,83,1988,1586,402,70192,43437,26755
C3311,08,000,State - RAJASTHAN,Urban,30-34,1309866,668458,641408,27410,15732,11678,3200,1213,1987,24210,14519,9691,1338,494,844,204,81,123,213,96,117,170,93,77,177,107,70,2163,1309,854,46,30,16,516,394,122,19092,11789,7303
C3311,08,000,State - RAJASTHAN,Urban,35-59,4327205,2254832,2072373,52769,29748,23021,13296,5061,8235,39473,24687,14786,5282,1952,3330,780,288,492,758,385,373,448,281,167,483,323,160,2279,1467,812,131,71,60,762,604,158,27622,18906,8716
C3311,08,000,State - RAJASTHAN,Urban,60+,1188346,579595,608751,15449,8028,7421,6142,2028,4114,9307,6000,3307,1867,810,1057,346,163,183,257,123,134,102,59,43,96,71,25,907,548,359,53,23,30,206,162,44,5172,3891,1281
C3311,08,000,State - RAJASTHAN,Urban,Age not stated,55115,28859,26256,3165,1747,1418,982,473,509,2183,1274,909,101,55,46,11,6,5,9,6,3,9,3,6,11,6,5,855,488,367,2,2,0,71,51,20,1097,650,447
C3311,09,000,State - UTTAR PRADESH,Total,All ages,199812341,104480510,95331831,57397639,31422439,25975200,5752950,2897820,2855130,51644689,28524619,23120070,523791,308289,215502,18009881,9741289,8268592,12795370,6849110,5946260,7869257,4374456,3494801,5694473,3200379,2494094,4085527,2364063,1721464,30363,19835,10528,76935,66063,10872,2370387,1494499,875888
C3311,09,000,State - UTTAR PRADESH,Total,0-4,20376668,10660474,9716194,697799,373885,323914,697799,373885,323914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,5,5264093,2815690,2448403,1056986,575817,481169,1056986,575817,481169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,6,5150570,2709417,2441153,2060085,1099066,961019,2060085,1099066,961019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,7,4783808,2516369,2267439,3471270,1848157,1623113,278004,141013,136991,3193266,1707144,1486122,42998,24843,18155,3127111,1669518,1457593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,8,5514540,2915118,2599422,4493228,2401048,2092180,199424,97947,101477,4293804,2303101,1990703,42937,24530,18407,4230413,2267442,1962971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,9,4348706,2293737,2054969,3678662,1957194,1721468,113565,53811,59754,3565097,1903383,1661714,33647,19291,14356,3038774,1624828,1413946,478718,251672,227046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,10,6347278,3397755,2949523,5306561,2869460,2437101,131460,61530,69930,5175101,2807930,2367171,45531,26547,18984,3569592,1947004,1622588,1542498,824691,717807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,11,4559292,2425324,2133968,3877524,2083297,1794227,77134,34691,42443,3800390,2048606,1751784,32810,19064,13746,1642356,899121,743235,2113267,1123774,989493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,12,5559995,2961012,2598983,4654769,2510568,2144201,79857,35117,44740,4574912,2475451,2099461,37352,21776,15576,1167127,645586,521541,2825284,1515121,1310163,532321,285850,246471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,13,4432612,2301450,2131162,3658905,1931192,1727713,55565,23371,32194,3603340,1907821,1695519,29105,16730,12375,493177,270677,222500,2051325,1078837,972488,1019952,536314,483638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,14,4970704,2593613,2377091,3860883,2060684,1800199,55756,23282,32474,3805127,2037402,1767725,30513,17598,12915,274484,152186,122298,1502095,800110,701985,1988350,1062233,926117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,15,5187609,2760508,2427101,3673699,1994841,1678858,54315,23054,31261,3619384,1971787,1647597,29106,16991,12115,150555,85244,65311,904965,492998,411967,1568091,864025,704066,956987,507215,449772,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,16,4953132,2591691,2361441,3240344,1740114,1500230,46950,19259,27691,3193394,1720855,1472539,26209,15036,11173,83057,46420,36637,482767,257978,224789,1099668,610403,489265,1493234,786374,706860,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,17,3885778,2058384,1827394,2367597,1289523,1078074,34759,14249,20510,2332838,1275274,1057564,19127,11305,7822,43393,24316,19077,214233,115330,98903,537505,309129,228376,1512176,811621,700555,0,0,0,0,0,0,0,0,0,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,18,5594440,3063915,2530525,2760717,1575949,1184768,43622,18655,24967,2717095,1557294,1159801,24092,14743,9349,44920,25770,19150,196634,111639,84995,470768,289813,180955,820710,496094,324616,1136631,602444,534187,4378,2922,1456,11084,9263,1821,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,19,3419421,1833075,1586346,1570107,903956,666151,25920,10905,15015,1544187,893051,651136,15565,9851,5714,29451,16764,12687,97408,55795,41613,191257,119852,71405,325990,205341,120649,866633,472017,394616,3017,2124,893,9942,8356,1586,0,0,0
C3311,09,000,State - UTTAR PRADESH,Total,20-24,17578648,9405485,8173163,4758208,2908821,1849387,105352,44266,61086,4652856,2864555,1788301,55585,36108,19477,106610,61386,45224,362054,207134,154920,446239,286821,159418,573682,385468,188214,1744397,1063348,681049,11100,7910,3190,38436,32973,5463,1297202,772381,524821
C3311,09,000,State - UTTAR PRADESH,Total,25-29,14579829,7466367,7113462,749254,469628,279626,75809,28119,47690,673445,441509,231936,11767,7051,4716,1445,759,686,4307,2341,1966,3317,2135,1182,2601,1716,885,124315,80665,43650,3052,1810,1242,7604,6611,993,510992,335876,175116
C3311,09,000,State - UTTAR PRADESH,Total,30-34,12954682,6431401,6523281,331764,192208,139556,74141,25972,48169,257623,166236,91387,8271,4356,3915,1180,603,577,3641,1982,1659,2597,1647,950,1899,1263,636,52123,32985,19138,1823,950,873,2303,1991,312,181624,119168,62456
