,State,Gender,Education,Year,Population
11375,Goa,Female,Below Primary,2007,38392.0
11376,Goa,Female,Below Primary,2008,38358.0
11377,Goa,Female,Below Primary,2009,38324.0
11378,Goa,Female,Below Primary,2010,38290.0
11379,Goa,Female,Below Primary,2012,38219.0
11380,Goa,Female,Below Primary,2013,38185.0
11381,Goa,Female,Below Primary,2014,38151.0
11382,Goa,Female,Graduate & Above,2001,2938.0
11383,Goa,Female,Graduate & Above,2011,19370.0
11384,Goa,Female,Graduate & Above,2002,4582.0
11385,Goa,Female,Graduate & Above,2003,6226.0
11386,Goa,Female,Graduate & Above,2004,7870.0
11387,Goa,Female,Graduate & Above,2005,9514.0
11388,Goa,Female,Graduate & Above,2006,11158.0
11389,Goa,Female,Graduate & Above,2007,12802.0
11390,Goa,Female,Graduate & Above,2008,14446.0
11391,Goa,Female,Graduate & Above,2009,16090.0
11392,Goa,Female,Graduate & Above,2010,17734.0
11393,Goa,Female,Graduate & Above,2012,21014.0
11394,Goa,Female,Graduate & Above,2013,22658.0
11395,Goa,Female,Graduate & Above,2014,24302.0
11396,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,11088.0
11397,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,18399.0
11398,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,11820.0
11399,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,12552.0
11400,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,13284.0
11401,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,14016.0
11402,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,14748.0
11403,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,15480.0
11404,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,16212.0
11405,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,16944.0
11406,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,17676.0
11407,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,19131.0
11408,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,19863.0
11409,Goa,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,20595.0
11410,Goa,Female,Literate Without Educational Level,2001,133.0
11411,Goa,Female,Literate Without Educational Level,2011,1717.0
11412,Goa,Female,Literate Without Educational Level,2002,292.0
11413,Goa,Female,Literate Without Educational Level,2003,451.0
11414,Goa,Female,Literate Without Educational Level,2004,610.0
11415,Goa,Female,Literate Without Educational Level,2005,769.0
11416,Goa,Female,Literate Without Educational Level,2006,928.0
11417,Goa,Female,Literate Without Educational Level,2007,1087.0
11418,Goa,Female,Literate Without Educational Level,2008,1246.0
11419,Goa,Female,Literate Without Educational Level,2009,1405.0
11420,Goa,Female,Literate Without Educational Level,2010,1564.0
11421,Goa,Female,Literate Without Educational Level,2012,1876.0
11422,Goa,Female,Literate Without Educational Level,2013,2035.0
11423,Goa,Female,Literate Without Educational Level,2014,2194.0
11424,Goa,Female,Matric/Secondary,2001,14522.0
11425,Goa,Female,Matric/Secondary,2011,20113.0
11426,Goa,Female,Matric/Secondary,2002,15082.0
11427,Goa,Female,Matric/Secondary,2003,15642.0
11428,Goa,Female,Matric/Secondary,2004,16202.0
11429,Goa,Female,Matric/Secondary,2005,16762.0
11430,Goa,Female,Matric/Secondary,2006,17322.0
11431,Goa,Female,Matric/Secondary,2007,17882.0
11432,Goa,Female,Matric/Secondary,2008,18442.0
11433,Goa,Female,Matric/Secondary,2009,19002.0
11434,Goa,Female,Matric/Secondary,2010,19562.0
11435,Goa,Female,Matric/Secondary,2012,20673.0
11436,Goa,Female,Matric/Secondary,2013,21233.0
11437,Goa,Female,Matric/Secondary,2014,21793.0
11438,Goa,Female,Middle,2001,22107.0
11439,Goa,Female,Middle,2011,21164.0
11440,Goa,Female,Middle,2002,22013.0
11441,Goa,Female,Middle,2003,21919.0
11442,Goa,Female,Middle,2004,21825.0
11443,Goa,Female,Middle,2005,21731.0
11444,Goa,Female,Middle,2006,21637.0
11445,Goa,Female,Middle,2007,21543.0
11446,Goa,Female,Middle,2008,21449.0
11447,Goa,Female,Middle,2009,21355.0
11448,Goa,Female,Middle,2010,21261.0
11449,Goa,Female,Middle,2012,21070.0
11450,Goa,Female,Middle,2013,20976.0
11451,Goa,Female,Middle,2014,20882.0
11452,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,21.0
11453,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,158.0
11454,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,35.0
11455,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,49.0
11456,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,63.0
11457,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,77.0
11458,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,91.0
11459,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,105.0
11460,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2008,119.0
11461,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2009,133.0
11462,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2010,147.0
11463,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2012,172.0
11464,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2013,186.0
11465,Goa,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2014,200.0
11466,Goa,Female,Primary,2001,33658.0
11467,Goa,Female,Primary,2011,32868.0
11468,Goa,Female,Primary,2002,33579.0
11469,Goa,Female,Primary,2003,33500.0
11470,Goa,Female,Primary,2004,33421.0
11471,Goa,Female,Primary,2005,33342.0
11472,Goa,Female,Primary,2006,33263.0
11473,Goa,Female,Primary,2007,33184.0
11474,Goa,Female,Primary,2008,33105.0
11475,Goa,Female,Primary,2009,33026.0
11476,Goa,Female,Primary,2010,32947.0
11477,Goa,Female,Primary,2012,32789.0
11478,Goa,Female,Primary,2013,32710.0
11479,Goa,Female,Primary,2014,32631.0
11480,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2001,434.0
11481,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2011,2344.0
11482,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2002,625.0
11483,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2003,816.0
11484,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2004,1007.0
11485,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2005,1198.0
11486,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2006,1389.0
11487,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2007,1580.0
11488,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2008,1771.0
11489,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2009,1962.0
11490,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2010,2153.0
11491,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2012,2535.0
11492,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2013,2726.0
11493,Goa,Female,Technical Diploma Or Certificate Not Equal To Degree,2014,2917.0
11494,Goa,Female,Unclassified,2001,0.0
11495,Goa,Female,Unclassified,2011,452.0
11496,Goa,Female,Unclassified,2002,46.0
11497,Goa,Female,Unclassified,2003,92.0
11498,Goa,Female,Unclassified,2004,138.0
11499,Goa,Female,Unclassified,2005,184.0
11500,Goa,Female,Unclassified,2006,230.0
11501,Goa,Female,Unclassified,2007,276.0
11502,Goa,Female,Unclassified,2008,322.0
11503,Goa,Female,Unclassified,2009,368.0
11504,Goa,Female,Unclassified,2010,414.0
11505,Goa,Female,Unclassified,2012,498.0
11506,Goa,Female,Unclassified,2013,544.0
11507,Goa,Female,Unclassified,2014,590.0
11508,Goa,Female,Illiterate,2001,15326.0
11509,Goa,Female,Illiterate,2011,33045.0
11510,Goa,Female,Illiterate,2002,17098.0
11511,Goa,Female,Illiterate,2003,18870.0
11512,Goa,Female,Illiterate,2004,20642.0
11513,Goa,Female,Illiterate,2005,22414.0
11514,Goa,Female,Illiterate,2006,24186.0
11515,Goa,Female,Illiterate,2007,25958.0
11516,Goa,Female,Illiterate,2008,27730.0
11517,Goa,Female,Illiterate,2009,29502.0
11518,Goa,Female,Illiterate,2010,31274.0
11519,Goa,Female,Illiterate,2012,34817.0
11520,Goa,Female,Illiterate,2013,36589.0
11521,Goa,Female,Illiterate,2014,38361.0
11522,Goa,Female,Literate,2001,123497.0
11523,Goa,Female,Literate,2011,154838.0
11524,Goa,Female,Literate,2002,126632.0
11525,Goa,Female,Literate,2003,129767.0
11526,Goa,Female,Literate,2004,132902.0
11527,Goa,Female,Literate,2005,136037.0
11528,Goa,Female,Literate,2006,139172.0
11529,Goa,Female,Literate,2007,142307.0
11530,Goa,Female,Literate,2008,145442.0
11531,Goa,Female,Literate,2009,148577.0
11532,Goa,Female,Literate,2010,151712.0
11533,Goa,Female,Literate,2012,157973.0
11534,Goa,Female,Literate,2013,161108.0
11535,Goa,Female,Literate,2014,164243.0
11536,Goa,Female,Population Attending Educational Institutions,2001,138823.0
11537,Goa,Female,Population Attending Educational Institutions,2011,187883.0
11538,Goa,Female,Population Attending Educational Institutions,2002,143729.0
11539,Goa,Female,Population Attending Educational Institutions,2003,148635.0
11540,Goa,Female,Population Attending Educational Institutions,2004,153541.0
11541,Goa,Female,Population Attending Educational Institutions,2005,158447.0
11542,Goa,Female,Population Attending Educational Institutions,2006,163353.0
11543,Goa,Female,Population Attending Educational Institutions,2007,168259.0
11544,Goa,Female,Population Attending Educational Institutions,2008,173165.0
11545,Goa,Female,Population Attending Educational Institutions,2009,178071.0
11546,Goa,Female,Population Attending Educational Institutions,2010,182977.0
11547,Goa,Female,Population Attending Educational Institutions,2012,192789.0
11548,Goa,Female,Population Attending Educational Institutions,2013,197695.0
11549,Goa,Female,Population Attending Educational Institutions,2014,202601.0
11550,Goa,Female,Total Population,2001,660420.0
11551,Goa,Female,Total Population,2011,719405.0
11552,Goa,Female,Total Population,2002,666319.0
11553,Goa,Female,Total Population,2003,672218.0
11554,Goa,Female,Total Population,2004,678117.0
11555,Goa,Female,Total Population,2005,684016.0
11556,Goa,Female,Total Population,2006,689915.0
11557,Goa,Female,Total Population,2007,695814.0
11558,Goa,Female,Total Population,2008,701713.0
11559,Goa,Female,Total Population,2009,707612.0
11560,Goa,Female,Total Population,2010,713511.0
11561,Goa,Female,Total Population,2012,725304.0
11562,Goa,Female,Total Population,2013,731203.0
11563,Goa,Female,Total Population,2014,737102.0
11564,Goa,Male,Below Primary,2001,42014.0
11565,Goa,Male,Below Primary,2011,41691.0
11566,Goa,Male,Below Primary,2002,41982.0
11567,Goa,Male,Below Primary,2003,41950.0
11568,Goa,Male,Below Primary,2004,41918.0
11569,Goa,Male,Below Primary,2005,41886.0
11570,Goa,Male,Below Primary,2006,41854.0
11571,Goa,Male,Below Primary,2007,41822.0
11572,Goa,Male,Below Primary,2008,41790.0
11573,Goa,Male,Below Primary,2009,41758.0
11574,Goa,Male,Below Primary,2010,41726.0
11575,Goa,Male,Below Primary,2012,41659.0
11576,Goa,Male,Below Primary,2013,41627.0
11577,Goa,Male,Below Primary,2014,41595.0
11578,Goa,Male,Graduate & Above,2001,3170.0
11579,Goa,Male,Graduate & Above,2011,19238.0
11580,Goa,Male,Graduate & Above,2002,4777.0
11581,Goa,Male,Graduate & Above,2003,6384.0
11582,Goa,Male,Graduate & Above,2004,7991.0
11583,Goa,Male,Graduate & Above,2005,9598.0
11584,Goa,Male,Graduate & Above,2006,11205.0
11585,Goa,Male,Graduate & Above,2007,12812.0
11586,Goa,Male,Graduate & Above,2008,14419.0
11587,Goa,Male,Graduate & Above,2009,16026.0
11588,Goa,Male,Graduate & Above,2010,17633.0
11589,Goa,Male,Graduate & Above,2012,20845.0
11590,Goa,Male,Graduate & Above,2013,22452.0
11591,Goa,Male,Graduate & Above,2014,24059.0
11592,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,12491.0
11593,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,19239.0
11594,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,13166.0
11595,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,13841.0
11596,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,14516.0
11597,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,15191.0
11598,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,15866.0
11599,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,16541.0
11600,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,17216.0
11601,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,17891.0
11602,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,18566.0
11603,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,19914.0
11604,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,20589.0
11605,Goa,Male,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,21264.0
11606,Goa,Male,Literate Without Educational Level,2001,240.0
11607,Goa,Male,Literate Without Educational Level,2011,2273.0
11608,Goa,Male,Literate Without Educational Level,2002,444.0
11609,Goa,Male,Literate Without Educational Level,2003,648.0
11610,Goa,Male,Literate Without Educational Level,2004,852.0
11611,Goa,Male,Literate Without Educational Level,2005,1056.0
11612,Goa,Male,Literate Without Educational Level,2006,1260.0
11613,Goa,Male,Literate Without Educational Level,2007,1464.0
11614,Goa,Male,Literate Without Educational Level,2008,1668.0
11615,Goa,Male,Literate Without Educational Level,2009,1872.0
11616,Goa,Male,Literate Without Educational Level,2010,2076.0
11617,Goa,Male,Literate Without Educational Level,2012,2477.0
11618,Goa,Male,Literate Without Educational Level,2013,2681.0
11619,Goa,Male,Literate Without Educational Level,2014,2885.0
11620,Goa,Male,Matric/Secondary,2001,16741.0
11621,Goa,Male,Matric/Secondary,2011,21351.0
11622,Goa,Male,Matric/Secondary,2002,17202.0
11623,Goa,Male,Matric/Secondary,2003,17663.0
11624,Goa,Male,Matric/Secondary,2004,18124.0
11625,Goa,Male,Matric/Secondary,2005,18585.0
11626,Goa,Male,Matric/Secondary,2006,19046.0
11627,Goa,Male,Matric/Secondary,2007,19507.0
11628,Goa,Male,Matric/Secondary,2008,19968.0
11629,Goa,Male,Matric/Secondary,2009,20429.0
11630,Goa,Male,Matric/Secondary,2010,20890.0
11631,Goa,Male,Matric/Secondary,2012,21812.0
11632,Goa,Male,Matric/Secondary,2013,22273.0
11633,Goa,Male,Matric/Secondary,2014,22734.0
11634,Goa,Male,Middle,2001,24662.0
11635,Goa,Male,Middle,2011,23871.0
11636,Goa,Male,Middle,2002,24583.0
11637,Goa,Male,Middle,2003,24504.0
11638,Goa,Male,Middle,2004,24425.0
11639,Goa,Male,Middle,2005,24346.0
11640,Goa,Male,Middle,2006,24267.0
11641,Goa,Male,Middle,2007,24188.0
11642,Goa,Male,Middle,2008,24109.0
11643,Goa,Male,Middle,2009,24030.0
11644,Goa,Male,Middle,2010,23951.0
11645,Goa,Male,Middle,2012,23792.0
11646,Goa,Male,Middle,2013,23713.0
11647,Goa,Male,Middle,2014,23634.0
11648,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,33.0
11649,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,296.0
11650,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,60.0
11651,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2003,87.0
11652,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2004,114.0
11653,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2005,141.0
11654,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2006,168.0
11655,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2007,195.0
11656,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2008,222.0
11657,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2009,249.0
11658,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2010,276.0
11659,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2012,323.0
11660,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2013,350.0
11661,Goa,Male,Non-Technical Diploma Or Certificate Not Equal To Degree,2014,377.0
11662,Goa,Male,Primary,2001,38239.0
11663,Goa,Male,Primary,2011,36922.0
11664,Goa,Male,Primary,2002,38108.0
11665,Goa,Male,Primary,2003,37977.0
11666,Goa,Male,Primary,2004,37846.0
11667,Goa,Male,Primary,2005,37715.0
11668,Goa,Male,Primary,2006,37584.0
11669,Goa,Male,Primary,2007,37453.0
11670,Goa,Male,Primary,2008,37322.0
11671,Goa,Male,Primary,2009,37191.0
11672,Goa,Male,Primary,2010,37060.0
11673,Goa,Male,Primary,2012,36791.0
11674,Goa,Male,Primary,2013,36660.0
11675,Goa,Male,Primary,2014,36529.0
11676,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2001,1663.0
11677,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2011,5024.0
11678,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2002,2000.0
11679,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2003,2337.0
11680,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2004,2674.0
11681,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2005,3011.0
11682,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2006,3348.0
11683,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2007,3685.0
11684,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2008,4022.0
11685,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2009,4359.0
11686,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2010,4696.0
11687,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2012,5361.0
11688,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2013,5698.0
11689,Goa,Male,Technical Diploma Or Certificate Not Equal To Degree,2014,6035.0
11690,Goa,Male,Unclassified,2001,0.0
11691,Goa,Male,Unclassified,2011,495.0
11692,Goa,Male,Unclassified,2002,50.0
11693,Goa,Male,Unclassified,2003,100.0
11694,Goa,Male,Unclassified,2004,150.0
11695,Goa,Male,Unclassified,2005,200.0
11696,Goa,Male,Unclassified,2006,250.0
11697,Goa,Male,Unclassified,2007,300.0
11698,Goa,Male,Unclassified,2008,350.0
11699,Goa,Male,Unclassified,2009,400.0
11700,Goa,Male,Unclassified,2010,450.0
11701,Goa,Male,Unclassified,2012,545.0
11702,Goa,Male,Unclassified,2013,595.0
11703,Goa,Male,Unclassified,2014,645.0
11704,Goa,Male,Illiterate,2001,15446.0
11705,Goa,Male,Illiterate,2011,26055.0
11706,Goa,Male,Illiterate,2002,16507.0
11707,Goa,Male,Illiterate,2003,17568.0
11708,Goa,Male,Illiterate,2004,18629.0
11709,Goa,Male,Illiterate,2005,19690.0
11710,Goa,Male,Illiterate,2006,20751.0
11711,Goa,Male,Illiterate,2007,21812.0
11712,Goa,Male,Illiterate,2008,22873.0
11713,Goa,Male,Illiterate,2009,23934.0
11714,Goa,Male,Illiterate,2010,24995.0
11715,Goa,Male,Illiterate,2012,27116.0
11716,Goa,Male,Illiterate,2013,28177.0
11717,Goa,Male,Illiterate,2014,29238.0
11718,Goa,Male,Literate,2001,139253.0
11719,Goa,Male,Literate,2011,170400.0
11720,Goa,Male,Literate,2002,142368.0
11721,Goa,Male,Literate,2003,145483.0
11722,Goa,Male,Literate,2004,148598.0
11723,Goa,Male,Literate,2005,151713.0
11724,Goa,Male,Literate,2006,154828.0
11725,Goa,Male,Literate,2007,157943.0
11726,Goa,Male,Literate,2008,161058.0
11727,Goa,Male,Literate,2009,164173.0
11728,Goa,Male,Literate,2010,167288.0
11729,Goa,Male,Literate,2012,173515.0
11730,Goa,Male,Literate,2013,176630.0
11731,Goa,Male,Literate,2014,179745.0
11732,Goa,Male,Population Attending Educational Institutions,2001,154699.0
11733,Goa,Male,Population Attending Educational Institutions,2011,196455.0
11734,Goa,Male,Population Attending Educational Institutions,2002,158875.0
11735,Goa,Male,Population Attending Educational Institutions,2003,163051.0
11736,Goa,Male,Population Attending Educational Institutions,2004,167227.0
11737,Goa,Male,Population Attending Educational Institutions,2005,171403.0
11738,Goa,Male,Population Attending Educational Institutions,2006,175579.0
11739,Goa,Male,Population Attending Educational Institutions,2007,179755.0
11740,Goa,Male,Population Attending Educational Institutions,2008,183931.0
11741,Goa,Male,Population Attending Educational Institutions,2009,188107.0
11742,Goa,Male,Population Attending Educational Institutions,2010,192283.0
11743,Goa,Male,Population Attending Educational Institutions,2012,200631.0
11744,Goa,Male,Population Attending Educational Institutions,2013,204807.0
11745,Goa,Male,Population Attending Educational Institutions,2014,208983.0
11746,Goa,Male,Total Population,2001,687248.0
11747,Goa,Male,Total Population,2011,739140.0
11748,Goa,Male,Total Population,2002,692438.0
11749,Goa,Male,Total Population,2003,697628.0
11750,Goa,Male,Total Population,2004,702818.0
11751,Goa,Male,Total Population,2005,708008.0
11752,Goa,Male,Total Population,2006,713198.0
11753,Goa,Male,Total Population,2007,718388.0
11754,Goa,Male,Total Population,2008,723578.0
11755,Goa,Male,Total Population,2009,728768.0
11756,Goa,Male,Total Population,2010,733958.0
11757,Goa,Male,Total Population,2012,744330.0
11758,Goa,Male,Total Population,2013,749520.0
11759,Goa,Male,Total Population,2014,754710.0
11760,Lakshadweep,Female,Below Primary,2001,2646.0
11761,Lakshadweep,Female,Below Primary,2011,1950.0
11762,Lakshadweep,Female,Below Primary,2002,2577.0
11763,Lakshadweep,Female,Below Primary,2003,2508.0
11764,Lakshadweep,Female,Below Primary,2004,2439.0
11765,Lakshadweep,Female,Below Primary,2005,2370.0
11766,Lakshadweep,Female,Below Primary,2006,2301.0
11767,Lakshadweep,Female,Below Primary,2007,2232.0
11768,Lakshadweep,Female,Below Primary,2008,2163.0
11769,Lakshadweep,Female,Below Primary,2009,2094.0
11770,Lakshadweep,Female,Below Primary,2010,2025.0
11771,Lakshadweep,Female,Below Primary,2012,1881.0
11772,Lakshadweep,Female,Below Primary,2013,1812.0
11773,Lakshadweep,Female,Below Primary,2014,1743.0
11774,Lakshadweep,Female,Graduate & Above,2001,12.0
11775,Lakshadweep,Female,Graduate & Above,2011,177.0
11776,Lakshadweep,Female,Graduate & Above,2002,29.0
11777,Lakshadweep,Female,Graduate & Above,2003,46.0
11778,Lakshadweep,Female,Graduate & Above,2004,63.0
11779,Lakshadweep,Female,Graduate & Above,2005,80.0
11780,Lakshadweep,Female,Graduate & Above,2006,97.0
11781,Lakshadweep,Female,Graduate & Above,2007,114.0
11782,Lakshadweep,Female,Graduate & Above,2008,131.0
11783,Lakshadweep,Female,Graduate & Above,2009,148.0
11784,Lakshadweep,Female,Graduate & Above,2010,165.0
11785,Lakshadweep,Female,Graduate & Above,2012,194.0
11786,Lakshadweep,Female,Graduate & Above,2013,211.0
11787,Lakshadweep,Female,Graduate & Above,2014,228.0
11788,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2001,20.0
11789,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2011,551.0
11790,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2002,74.0
11791,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2003,128.0
11792,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2004,182.0
11793,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2005,236.0
11794,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2006,290.0
11795,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2007,344.0
11796,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2008,398.0
11797,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2009,452.0
11798,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2010,506.0
11799,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2012,605.0
11800,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2013,659.0
11801,Lakshadweep,Female,Higher Secondary/Intermediate/Pre-University/Senior Secondary,2014,713.0
11802,Lakshadweep,Female,Literate Without Educational Level,2001,13.0
11803,Lakshadweep,Female,Literate Without Educational Level,2011,48.0
11804,Lakshadweep,Female,Literate Without Educational Level,2002,17.0
11805,Lakshadweep,Female,Literate Without Educational Level,2003,21.0
11806,Lakshadweep,Female,Literate Without Educational Level,2004,25.0
11807,Lakshadweep,Female,Literate Without Educational Level,2005,29.0
11808,Lakshadweep,Female,Literate Without Educational Level,2006,33.0
11809,Lakshadweep,Female,Literate Without Educational Level,2007,37.0
11810,Lakshadweep,Female,Literate Without Educational Level,2008,41.0
11811,Lakshadweep,Female,Literate Without Educational Level,2009,45.0
11812,Lakshadweep,Female,Literate Without Educational Level,2010,49.0
11813,Lakshadweep,Female,Literate Without Educational Level,2012,52.0
11814,Lakshadweep,Female,Literate Without Educational Level,2013,56.0
11815,Lakshadweep,Female,Literate Without Educational Level,2014,60.0
11816,Lakshadweep,Female,Matric/Secondary,2001,368.0
11817,Lakshadweep,Female,Matric/Secondary,2011,1025.0
11818,Lakshadweep,Female,Matric/Secondary,2002,434.0
11819,Lakshadweep,Female,Matric/Secondary,2003,500.0
11820,Lakshadweep,Female,Matric/Secondary,2004,566.0
11821,Lakshadweep,Female,Matric/Secondary,2005,632.0
11822,Lakshadweep,Female,Matric/Secondary,2006,698.0
11823,Lakshadweep,Female,Matric/Secondary,2007,764.0
11824,Lakshadweep,Female,Matric/Secondary,2008,830.0
11825,Lakshadweep,Female,Matric/Secondary,2009,896.0
11826,Lakshadweep,Female,Matric/Secondary,2010,962.0
11827,Lakshadweep,Female,Matric/Secondary,2012,1091.0
11828,Lakshadweep,Female,Matric/Secondary,2013,1157.0
11829,Lakshadweep,Female,Matric/Secondary,2014,1223.0
11830,Lakshadweep,Female,Middle,2001,1196.0
11831,Lakshadweep,Female,Middle,2011,1222.0
11832,Lakshadweep,Female,Middle,2002,1199.0
11833,Lakshadweep,Female,Middle,2003,1202.0
11834,Lakshadweep,Female,Middle,2004,1205.0
11835,Lakshadweep,Female,Middle,2005,1208.0
11836,Lakshadweep,Female,Middle,2006,1211.0
11837,Lakshadweep,Female,Middle,2007,1214.0
11838,Lakshadweep,Female,Middle,2008,1217.0
11839,Lakshadweep,Female,Middle,2009,1220.0
11840,Lakshadweep,Female,Middle,2010,1223.0
11841,Lakshadweep,Female,Middle,2012,1225.0
11842,Lakshadweep,Female,Middle,2013,1228.0
11843,Lakshadweep,Female,Middle,2014,1231.0
11844,Lakshadweep,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2001,3.0
11845,Lakshadweep,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2011,1.0
11846,Lakshadweep,Female,Non-Technical Diploma Or Certificate Not Equal To Degree,2002,3.0
